No,Model Outputs
1763,38.77165796
1578,36.68245962
1579,36.81585798
1617,36.93905608
1618,36.3764432
1619,36.39899715
1620,35.93428724
1621,35.03840783
1659,37.61107178
1660,37.71665426
1583,11.4576135
1584,10.83101592
1585,11.26785845
1586,12.16842593
1587,12.2276672
1625,12.20815907
1626,11.94447928
1627,12.15595512
1628,12.07676437
1667,12.38919137
1668,12.26696709
1669,12.26890162
1708,12.20088021
1709,12.32897409
1710,12.28877144
1749,11.36213134
1594,36.83229065
1595,34.76769973
1633,39.63182994
1634,39.70389536
1635,37.17965103
1636,35.74460003
1601,35.92818634
1642,35.48268863
1643,36.06496011
1683,35.40341264
1606,29.18533257
1607,29.89302851
1608,29.02843611
1646,29.37329198
1647,31.71939862
1648,36.28404861
1649,33.76825768
1687,29.5893436
1688,34.81183706
1689,44.90326434
1690,46.05545374
1691,35.3473098
1729,57.84000449
1730,74.2317001
1616,32.23323758
1655,36.5097737
1656,33.85566225
1657,32.95004393
1658,31.87229383
1693,45.08099956
1694,51.11685427
1695,48.49407231
1696,37.22700404
1697,35.66065631
1698,34.73234328
1699,33.19297929
1733,47.57266067
1734,45.65062963
1735,54.5184122
1736,47.19545336
1737,40.22429434
1738,35.2126212
1774,44.87325791
1622,32.99292161
1623,36.38398537
1624,38.13477817
1663,34.83391624
1664,38.88118054
1665,38.95958499
1705,34.27938567
1661,34.68261845
1662,34.20633877
1700,36.11952751
1701,35.91537567
1702,35.98603467
1703,33.27594911
1704,31.11152201
1743,36.10277724
1744,31.77082881
1745,26.39603341
1784,35.37175129
1786,23.98080837
1666,35.57088365
1706,35.05176156
1707,33.85091517
1746,23.17293321
1747,32.09815819
1748,32.75746945
1788,29.28589677
1789,32.03391639
1829,31.61614441
1830,32.63845007
1871,33.25171577
1872,32.28391795
1912,32.99304864
1913,32.36775055
1954,32.52361628
1955,30.55475681
1995,32.46173777
1996,32.12110041
1673,45.74448963
1674,45.41099461
1714,47.11958607
1715,48.91943665
1756,50.71726068
1757,54.46851775
1797,52.08243932
1798,52.38564214
1799,49.93111671
1838,51.7920416
1839,53.70021068
1840,53.43545479
1841,49.6112403
1880,53.25447606
1881,53.78188382
1882,51.99865946
1922,51.05648729
1675,50.59403459
1676,48.03136072
1677,46.45938782
1678,47.44666499
1716,54.27689968
1717,51.56781567
1718,46.2388036
1719,46.88521946
1720,49.81986777
1761,48.3667277
1801,45.36992941
1842,49.11758107
1684,37.24313657
1724,39.32107907
1725,39.7642867
1766,49.34714034
1767,45.48771095
1807,77.15871836
1685,39.41206055
1686,40.050644
1726,39.44530332
1727,38.53599145
1728,61.85916891
1768,66.70477898
1769,116.5740337
1731,86.82979993
1732,64.56907755
1770,215.9353312
1771,175.0716017
1772,109.134959
1773,69.03657706
1808,87.65887001
1809,81.48294659
1810,164.3810235
1811,204.441122
1812,132.2938562
1813,86.95452838
1814,66.00666781
1849,121.8525334
1850,72.92638465
1851,82.81565484
1852,85.24767103
1853,65.10705914
1854,57.40541639
1855,58.20835472
1856,53.30536087
1890,69.61073219
1892,54.39061311
1893,48.71059632
1894,47.30388282
1895,50.07864981
1896,53.36169822
1897,49.78847674
1932,45.59532616
1933,46.79298015
1934,45.63933981
1935,45.95082024
1936,46.96862047
1937,47.2556231
1938,47.82479285
1939,46.43672658
1973,41.57935098
1974,43.07681622
1975,42.63790782
1976,44.19175818
1977,44.54066928
1978,43.46537405
1979,45.92256027
1980,46.71882189
2017,43.34017283
2018,42.48084786
2019,41.25721299
2020,43.86766251
2021,46.49846805
2058,42.51260186
2059,41.53914998
2060,41.40841163
2061,44.9421832
2062,47.1149479
2100,41.90295926
2101,43.30272648
1739,47.74038879
1740,51.10828004
1775,53.0521329
1776,56.37682918
1777,53.2468144
1778,41.31628533
1779,43.52551408
1780,46.95724472
1781,57.68834135
1815,51.76335729
1816,45.02075125
1817,43.01778087
1818,40.89697711
1819,40.76443746
1820,41.01627411
1821,43.47498792
1857,43.05212994
1858,41.08195157
1859,40.23831863
1860,40.78585449
1861,41.11005229
1898,43.31037446
1899,40.98430047
1900,40.68836766
1901,41.33824328
1940,42.18688119
1741,59.81498005
1742,53.71753474
1783,57.44672824
1785,48.46834747
1824,55.76517633
1825,52.56837391
1826,49.13157409
1866,53.92440746
1750,15.89118278
1751,15.97795247
1790,15.05310916
1791,14.8736641
1792,15.00904755
1831,15.29668205
1832,14.8455574
1833,14.88545968
1873,15.05124345
1874,15.02179183
1914,14.80185048
1915,14.86380757
1956,15.04068915
1997,15.2269143
1752,28.29965845
1793,26.89357914
1834,26.42224389
1875,26.08678596
1876,27.57848743
1916,25.90985991
1917,26.96843632
1957,26.05932381
1958,26.38811437
1959,27.76328913
2000,27.23143027
2041,26.84235254
2083,27.87419801
2122,24.85751114
2123,26.10707226
2124,27.88247573
2163,24.17045379
1758,44.95484555
1759,39.0607385
1760,38.82427468
1800,40.75812633
1764,39.18227444
1765,41.99781292
1804,38.83271689
1805,39.62459998
1806,53.84360241
1846,42.47017553
1782,57.70369799
1822,53.88332361
1823,53.81716304
1862,43.66759296
1863,44.62755156
1864,45.6528962
1865,44.91898169
1902,44.15911215
1903,44.77535908
1904,44.23074334
1941,43.65234832
1942,43.9403039
1943,44.75107163
1981,45.98862993
1982,43.63113586
1983,43.18522579
2022,45.97820487
1787,43.80696383
1827,52.48569821
1828,49.40134907
1868,56.77488993
1869,57.19118734
1870,60.3109041
1910,57.89659523
1911,60.08518412
1951,58.58607578
1952,59.45802696
1845,61.72482774
1847,51.13490187
1848,79.14491977
1886,38.03723815
1887,37.82172098
1888,38.18387421
1889,54.87039391
1927,38.67411941
1928,37.81761355
1929,35.80196653
1930,34.48629799
1968,37.65310298
1969,36.0904448
1970,32.57565931
1971,30.86595154
1972,30.88440749
2009,35.46885038
2010,34.02086925
2011,31.45565711
2012,32.78182199
2013,34.64179357
1867,46.66581275
1908,50.46413478
1909,45.15431832
1949,57.98947706
1950,48.53796821
1991,50.27978213
1992,45.2966574
2032,48.1138377
1891,41.62606979
1931,31.62390833
2014,29.49123024
2055,30.87134212
2096,32.22967915
2097,29.0834393
2137,32.3524409
2138,29.91346712
2179,30.33773107
2220,30.73944928
2221,30.30046197
2261,30.19020063
2262,31.52208724
2303,31.17112213
1905,36.4196874
1906,37.98904051
1907,41.95941299
1944,37.82195189
1945,37.5689472
1946,36.6950097
1947,40.18933691
1986,37.74625241
1987,37.23198382
1988,39.42868646
2027,38.07895938
2028,36.94743797
1923,25.07200583
1924,24.90573306
1963,25.01791463
1964,24.72395446
1965,24.7428151
1966,24.87040727
2003,24.81095027
2004,24.47949457
2005,24.71368954
2006,24.62520783
2007,24.73271944
2044,21.85242398
2045,21.4218768
2046,23.84933819
2047,24.66141123
2048,24.66300036
2049,24.81167952
2085,20.7651766
2086,20.7200611
2087,23.33348825
2088,24.77404088
2089,24.64019191
2090,24.19462714
2125,24.79849129
2126,23.13956001
2127,22.83932004
2128,24.86461375
2129,24.92910832
2130,24.15720264
2131,22.89217776
2166,24.80421896
2167,25.11586432
2168,25.13123787
2169,25.17264986
2170,25.03297884
2171,23.98518582
2206,23.99922102
2207,24.96748
2208,25.02826276
2209,25.06801049
2210,25.10341715
2211,25.07694517
2247,24.68245708
2248,25.00438394
2249,25.01064335
2250,25.01796323
2251,25.03108271
2288,25.00506758
2289,25.00901308
2290,25.00865486
2291,25.00843621
2329,25.00766419
2330,25.00860488
1948,61.52875963
1989,60.46540486
1990,62.02305753
2030,52.10706286
2031,52.8258824
2071,45.57202901
2072,47.34124287
2112,46.47304693
2113,47.17743091
2114,47.61652798
1953,43.62097915
2036,43.63326321
2037,44.18775549
2076,42.37982664
2077,43.56811313
2078,44.09379212
2119,41.9487027
2160,42.55351
1967,50.29743413
2008,50.1570851
1984,32.83697058
1985,33.60540819
2023,32.38908913
2024,31.58118915
2025,32.01152652
2026,32.86167775
2064,32.63346357
2065,32.00494062
2066,32.56053537
2067,34.2175349
2068,34.4395378
2106,33.3685323
2107,33.6252257
2108,35.0301317
2149,35.02358558
1993,39.12127615
1994,39.819748
2033,38.89837838
2034,39.10185273
2035,39.06054233
2073,39.07725033
2074,39.30988531
2075,39.1999482
2115,40.34338906
1998,37.28817367
1999,36.96458866
2039,36.6914054
2040,36.15831639
2081,36.00769644
2082,37.25725613
2015,33.01144406
2016,33.04371837
2056,32.71050794
2057,33.3719576
2098,33.85521607
2099,33.4148449
2139,33.60630199
2140,33.54289586
2141,34.66656556
2180,33.68811965
2181,34.00022612
2222,35.09894137
2029,35.20221316
2069,35.78613688
2070,33.52997526
2109,37.40592613
2110,35.26013767
2111,34.0043057
2150,37.65073919
2151,35.87296597
2152,34.30511435
2153,34.00524835
2193,36.15703286
2038,18.56882986
2079,18.3519483
2080,17.62629448
2120,18.10934644
2121,16.80771537
2161,17.97221211
2162,17.31471546
2050,56.43721568
2051,52.56553101
2052,52.74354157
2053,61.44942149
2054,65.56068254
2091,55.65101464
2092,50.57206258
2093,51.11438139
2094,62.4140821
2095,69.47818413
2133,53.80394394
2134,52.35007236
2135,59.10760508
2136,66.7987908
2174,58.3761635
2175,53.75601201
2063,49.04741375
2102,50.57651303
2103,51.31464887
2104,50.01512478
2105,47.07180709
2142,47.78231682
2143,50.48902051
2144,50.46389305
2145,49.44644543
2146,47.59552877
2147,47.73516396
2148,48.53750428
2183,48.27213528
2184,48.93729293
2186,47.97902587
2188,47.44580464
2189,49.79209595
2229,46.35937312
2116,39.96037807
2117,39.45257487
2118,38.32611704
2157,49.57645349
2158,45.68857714
2159,38.52969533
2132,64.19604379
2173,67.47178058
2214,69.5534319
2215,65.1520865
2255,70.43350543
2256,67.67422645
2296,70.43350543
2297,69.02016248
2337,70.37147359
2338,70.32413147
2339,65.54255435
2378,70.3360167
2379,70.3940581
2380,68.12855562
2419,70.33223507
2420,70.40069691
2421,70.88990511
2422,65.0129199
2460,70.28650858
2461,71.1214928
2462,72.8244047
2463,70.12694142
2501,70.26618947
2502,70.54344031
2503,73.51109184
2504,75.49673797
2154,43.98947016
2155,45.67664194
2194,43.72318481
2195,43.57579862
2196,45.06250705
2235,46.05289427
2236,44.18901069
2237,45.11357153
2156,38.64145337
2197,39.42764742
2198,41.01197896
2238,33.01441611
2277,33.95322105
2278,33.80586012
2279,33.63808336
2319,35.23204898
2320,34.66190332
2361,35.80356023
2164,34.69477416
2165,37.75582903
2203,33.7561555
2205,35.93168191
2172,43.81904461
2176,25.79777705
2216,26.58489044
2217,25.57656071
2257,27.44894826
2258,25.4521712
2298,28.16662126
2299,25.61245284
2340,26.40480664
2341,25.52122267
2381,27.76789096
2382,25.83070903
2383,25.93925415
2177,30.77498583
2178,30.8684159
2218,28.90446732
2219,30.07182578
2259,28.23420465
2260,29.01658769
2300,27.75019739
2301,28.38519464
2302,29.60339786
2342,28.13697135
2343,29.0067457
2182,57.17278932
2185,60.21853107
2223,57.97293713
2224,59.05329758
2225,59.32174691
2226,58.94498261
2263,57.77997137
2264,58.76355876
2265,59.03363365
2266,59.38438723
2267,58.12929879
2304,58.70845565
2305,58.87771361
2306,59.34177862
2307,59.05472231
2344,56.15870677
2345,57.85036913
2346,57.77837358
2347,58.3759621
2348,57.85015956
2386,56.67348224
2387,56.82831525
2388,57.17673875
2389,56.24521127
2187,52.77042254
2227,52.61785718
2228,51.32142992
2268,52.09034654
2269,51.20549868
2270,51.2768241
2308,52.86622365
2309,52.42187675
2310,52.11683318
2349,51.24918585
2350,50.91930914
2351,51.73908292
2390,50.68348942
2391,54.12639519
2431,55.39652234
2190,52.2592814
2191,52.27928828
2192,48.75834524
2230,49.32039107
2231,52.20692377
2232,52.30388048
2233,50.30970943
2234,48.86308543
2272,50.44953622
2273,50.35532761
2274,49.5569487
2275,50.48496303
2276,47.55666833
2313,47.58071235
2314,48.60550756
2315,46.97869763
2316,46.92266324
2317,47.77541564
2318,47.58815977
2354,45.14910036
2355,44.98514778
2356,44.44642115
2357,45.64304816
2358,47.37777195
2359,49.6693439
2360,50.13895743
2397,43.75424708
2398,45.49087882
2399,47.75033026
2400,48.70964089
2401,50.54911616
2402,50.27904294
2405,49.01090292
2406,49.74727876
2438,43.80713598
2439,45.22454153
2440,46.06322568
2441,47.99461401
2442,49.57692896
2443,50.4220405
2444,49.9078628
2445,49.69022823
2446,49.88108152
2447,50.04298659
2479,45.33060529
2480,47.04709501
2481,48.32011668
2482,48.79448779
2483,49.46569336
2484,50.06690032
2485,49.88898289
2486,49.80665033
2487,49.93385168
2521,48.41653471
2522,49.24967825
2523,50.03997938
2524,49.88947733
2525,49.90452355
2526,49.6315171
2527,49.60083965
2528,49.75019864
2199,41.12176334
2200,34.59522896
2201,35.8795659
2239,36.59826163
2240,35.31145975
2241,36.61367056
2242,36.46429207
2280,35.23030459
2281,35.61660774
2282,36.43290764
2283,36.07213054
2321,35.90809571
2322,36.1567191
2323,36.60005819
2324,36.36765673
2362,36.55028834
2363,36.33018755
2364,36.74374626
2365,37.25751747
2403,37.36182939
2404,36.96982438
2202,30.26450029
2204,27.32193747
2243,30.62959386
2244,28.72452772
2245,29.30284514
2246,30.7367703
2284,29.86864226
2285,29.85764458
2286,31.10678216
2325,30.93957358
2326,31.12047573
2212,30.27846648
2213,29.07990206
2252,30.90255568
2253,30.8779125
2254,30.43801002
2287,30.30877955
2292,30.8751497
2293,30.87465475
2294,30.87433164
2295,30.87435283
2327,30.32422945
2328,30.86233977
2331,30.87458988
2332,30.8740914
2333,30.87388521
2334,30.8740215
2335,30.87420398
2336,30.87434324
2366,30.14781564
2367,30.39316917
2368,30.8616606
2369,30.87262794
2370,30.87353584
2371,30.87441043
2372,30.87444833
2373,30.87440256
2374,30.87383714
2375,30.8738802
2376,30.87405529
2377,30.8742487
2407,30.86782385
2408,30.87239428
2409,30.87239469
2410,30.87260365
2411,30.87327808
2412,30.87414986
2413,30.87440217
2414,30.87438515
2415,30.87383714
2416,30.87383752
2417,30.87392174
2418,30.87411945
2448,30.85841512
2449,30.87239428
2450,30.87239469
2451,30.87258347
2452,30.87325561
2453,30.87380673
2454,30.87397669
2455,30.8738498
2456,30.87383714
2457,30.87383752
2458,30.87384014
2459,30.87399893
2488,30.80972991
2489,30.86536021
2490,30.87239428
2491,30.87239469
2492,30.87258287
2493,30.87325621
2494,30.87380441
2495,30.87383641
2496,30.87383676
2497,30.87383714
2498,30.87383752
2499,30.87383788
2500,30.87389694
2529,30.82203244
2530,30.8724353
2531,30.87239428
2532,30.87239469
2533,30.8725937
2534,30.87325905
2535,30.87381853
2536,30.87383641
2537,30.87383676
2538,30.87383714
2539,30.87383752
2540,30.87383788
2541,30.8738389
2271,64.40944657
2311,62.17445889
2312,62.53916307
2352,61.97246019
2353,61.12436444
2392,64.17046106
2393,60.27874546
2394,59.81211038
2395,60.8772531
2396,60.9573311
2432,76.56762837
2433,76.87475118
2434,60.93904182
2435,59.23153419
2436,59.98833937
2437,60.41140671
2474,73.61061468
2475,63.35812
2476,60.75373423
2477,61.07718536
2478,62.26439964
2384,40.3958384
2385,42.48921425
2423,40.61358161
2424,39.52194487
2425,40.25853242
2426,42.03488268
2464,42.42651208
2465,39.24795339
2466,39.73657685
2467,41.24123501
2468,43.23346521
2505,47.8001875
2506,41.24712153
2507,39.14156905
2508,39.7792187
2509,42.08839641
2510,42.66309761
2427,29.19538895
2428,28.81078119
2429,28.60770931
2430,28.13044211
2469,28.75210405
2470,27.53357408
2471,27.56564137
2472,30.53607164
2511,28.20735806
2512,28.04841196
2473,78.41974088
2513,62.62026267
2514,66.35577175
2515,65.49626775
2516,63.70960248
2517,65.16938118
2518,66.01714928
2519,66.98796736
2520,67.53533057
